"","X","Y","SITE","SUBSITE","PLOT","YEAR","PlotN","SPP","max_heights_cm","SubsitePlotYearXY"
"1154",2,5,"QHI","HE",1,2017,"HE1","Salix pulchra",6.4,"HE1201725"
"1155",6,5,"QHI","HE",1,2017,"HE1","Salix pulchra",10.6,"HE1201765"
"1156",8,5,"QHI","HE",1,2017,"HE1","Salix pulchra",8,"HE1201785"
"1157",10,5,"QHI","HE",1,2017,"HE1","Salix pulchra",34.2,"HE12017105"
"1158",5,6,"QHI","HE",1,2017,"HE1","Salix pulchra",7.4,"HE1201756"
"1159",7,6,"QHI","HE",1,2017,"HE1","Salix pulchra",8.7,"HE1201776"
"1160",8,6,"QHI","HE",1,2017,"HE1","Salix pulchra",9,"HE1201786"
"1161",9,6,"QHI","HE",1,2017,"HE1","Salix pulchra",11.4,"HE1201796"
"1162",10,6,"QHI","HE",1,2017,"HE1","Salix pulchra",37.2,"HE12017106"
"1163",8,7,"QHI","HE",1,2017,"HE1","Salix pulchra",3.8,"HE1201787"
"1164",9,7,"QHI","HE",1,2017,"HE1","Salix pulchra",16.9,"HE1201797"
"1165",9,8,"QHI","HE",1,2017,"HE1","Salix pulchra",8.4,"HE1201798"
"1166",10,8,"QHI","HE",1,2017,"HE1","Salix pulchra",8.5,"HE12017108"
"1167",9,9,"QHI","HE",1,2017,"HE1","Salix pulchra",8.3,"HE1201799"
"1168",8,10,"QHI","HE",1,2017,"HE1","Salix pulchra",9.4,"HE12017810"
"1169",9,10,"QHI","HE",1,2017,"HE1","Salix pulchra",18.1,"HE12017910"
"1170",5,5,"QHI","HE",1,2017,"HE1","Salix pulchra",39.2,"HE1201755"
"1171",4,6,"QHI","HE",1,2017,"HE1","Salix pulchra",9.1,"HE1201746"
"1172",4,1,"QHI","HE",2,2017,"HE2","Salix pulchra",35.3,"HE2201741"
"1173",5,1,"QHI","HE",2,2017,"HE2","Salix pulchra",23.7,"HE2201751"
"1174",8,1,"QHI","HE",2,2017,"HE2","Salix pulchra",4,"HE2201781"
"1175",9,1,"QHI","HE",2,2017,"HE2","Salix pulchra",37.3,"HE2201791"
"1176",1,2,"QHI","HE",2,2017,"HE2","Salix pulchra",39.1,"HE2201712"
"1177",6,2,"QHI","HE",2,2017,"HE2","Salix pulchra",38.3,"HE2201762"
"1178",9,2,"QHI","HE",2,2017,"HE2","Salix pulchra",34.2,"HE2201792"
"1179",1,3,"QHI","HE",2,2017,"HE2","Salix pulchra",3.9,"HE2201713"
"1180",2,3,"QHI","HE",2,2017,"HE2","Salix pulchra",37.3,"HE2201723"
"1181",4,3,"QHI","HE",2,2017,"HE2","Salix pulchra",30.9,"HE2201743"
"1182",2,4,"QHI","HE",2,2017,"HE2","Salix pulchra",7,"HE2201724"
"1183",3,4,"QHI","HE",2,2017,"HE2","Salix pulchra",37.1,"HE2201734"
"1184",4,4,"QHI","HE",2,2017,"HE2","Salix pulchra",38.5,"HE2201744"
"1185",3,5,"QHI","HE",2,2017,"HE2","Salix pulchra",6,"HE2201735"
"1186",2,6,"QHI","HE",2,2017,"HE2","Salix pulchra",16.5,"HE2201726"
"1187",3,6,"QHI","HE",2,2017,"HE2","Salix pulchra",3.3,"HE2201736"
"1188",4,7,"QHI","HE",2,2017,"HE2","Salix pulchra",37.8,"HE2201747"
"1189",5,7,"QHI","HE",2,2017,"HE2","Salix pulchra",39.1,"HE2201757"
"1190",10,7,"QHI","HE",2,2017,"HE2","Salix pulchra",37,"HE22017107"
"1191",1,8,"QHI","HE",2,2017,"HE2","Salix pulchra",10,"HE2201718"
"1192",3,8,"QHI","HE",2,2017,"HE2","Salix pulchra",10.3,"HE2201738"
"1193",4,8,"QHI","HE",2,2017,"HE2","Salix pulchra",7.6,"HE2201748"
"1194",5,8,"QHI","HE",2,2017,"HE2","Salix pulchra",7.2,"HE2201758"
"1195",9,8,"QHI","HE",2,2017,"HE2","Salix pulchra",10.9,"HE2201798"
"1196",1,9,"QHI","HE",2,2017,"HE2","Salix pulchra",12.4,"HE2201719"
"1197",2,9,"QHI","HE",2,2017,"HE2","Salix pulchra",11.7,"HE2201729"
"1198",3,9,"QHI","HE",2,2017,"HE2","Salix pulchra",11.4,"HE2201739"
"1199",10,9,"QHI","HE",2,2017,"HE2","Salix pulchra",37.3,"HE22017109"
"1200",1,10,"QHI","HE",2,2017,"HE2","Salix pulchra",4.7,"HE22017110"
"1201",5,10,"QHI","HE",2,2017,"HE2","Salix pulchra",8,"HE22017510"
"1202",6,10,"QHI","HE",2,2017,"HE2","Salix pulchra",15.3,"HE22017610"
"1203",8,10,"QHI","HE",2,2017,"HE2","Salix pulchra",11.9,"HE22017810"
"1204",1,5,"QHI","HE",2,2017,"HE2","Salix pulchra",31.1,"HE2201715"
"1205",2,7,"QHI","HE",2,2017,"HE2","Salix pulchra",4.5,"HE2201727"
"1206",3,7,"QHI","HE",2,2017,"HE2","Salix pulchra",30.9,"HE2201737"
"1207",5,9,"QHI","HE",2,2017,"HE2","Salix pulchra",3.5,"HE2201759"
"1208",9,9,"QHI","HE",2,2017,"HE2","Salix pulchra",7.2,"HE2201799"
"1209",2,10,"QHI","HE",2,2017,"HE2","Salix pulchra",38.9,"HE22017210"
"1210",7,10,"QHI","HE",2,2017,"HE2","Salix pulchra",6.7,"HE22017710"
"1211",3,1,"QHI","HE",3,2017,"HE3","Salix pulchra",8.7,"HE3201731"
"1212",8,1,"QHI","HE",3,2017,"HE3","Salix pulchra",7.3,"HE3201781"
"1213",8,2,"QHI","HE",3,2017,"HE3","Salix pulchra",10.7,"HE3201782"
"1214",9,3,"QHI","HE",3,2017,"HE3","Salix pulchra",11.9,"HE3201793"
"1215",10,3,"QHI","HE",3,2017,"HE3","Salix pulchra",9.6,"HE32017103"
"1216",7,4,"QHI","HE",3,2017,"HE3","Salix pulchra",17.8,"HE3201774"
"1217",10,5,"QHI","HE",3,2017,"HE3","Salix pulchra",38.3,"HE32017105"
"1218",6,7,"QHI","HE",3,2017,"HE3","Salix pulchra",13.8,"HE3201767"
"1219",8,7,"QHI","HE",3,2017,"HE3","Salix pulchra",2.9,"HE3201787"
"1220",10,7,"QHI","HE",3,2017,"HE3","Salix pulchra",6.9,"HE32017107"
"1221",9,8,"QHI","HE",3,2017,"HE3","Salix pulchra",30.6,"HE3201798"
"1222",8,9,"QHI","HE",3,2017,"HE3","Salix pulchra",36.6,"HE3201789"
"1223",9,9,"QHI","HE",3,2017,"HE3","Salix pulchra",37.5,"HE3201799"
"1224",10,9,"QHI","HE",3,2017,"HE3","Salix pulchra",37.3,"HE32017109"
"1225",8,10,"QHI","HE",3,2017,"HE3","Salix pulchra",39,"HE32017810"
"1226",6,6,"QHI","HE",3,2017,"HE3","Salix pulchra",12,"HE3201766"
"1227",7,8,"QHI","HE",3,2017,"HE3","Salix pulchra",37.4,"HE3201778"
"1228",7,9,"QHI","HE",3,2017,"HE3","Salix pulchra",39,"HE3201779"
"1229",7,10,"QHI","HE",3,2017,"HE3","Salix pulchra",35.9,"HE32017710"
"1230",9,10,"QHI","HE",3,2017,"HE3","Salix pulchra",39.1,"HE32017910"
"1231",6,1,"QHI","HE",4,2017,"HE4","Salix pulchra",14.6,"HE4201761"
"1232",1,1,"QHI","HE",4,2017,"HE4","Salix pulchra",37.3,"HE4201711"
"1233",4,1,"QHI","HE",4,2017,"HE4","Salix pulchra",16.4,"HE4201741"
"1234",9,1,"QHI","HE",4,2017,"HE4","Salix pulchra",23.7,"HE4201791"
"1235",3,2,"QHI","HE",4,2017,"HE4","Salix pulchra",3.9,"HE4201732"
"1236",6,2,"QHI","HE",4,2017,"HE4","Salix pulchra",11.1,"HE4201762"
"1237",7,2,"QHI","HE",4,2017,"HE4","Salix pulchra",5.4,"HE4201772"
"1238",8,2,"QHI","HE",4,2017,"HE4","Salix pulchra",7,"HE4201782"
"1239",9,2,"QHI","HE",4,2017,"HE4","Salix pulchra",10.4,"HE4201792"
"1240",3,3,"QHI","HE",4,2017,"HE4","Salix pulchra",2.9,"HE4201733"
"1241",8,3,"QHI","HE",4,2017,"HE4","Salix pulchra",4.1,"HE4201783"
"1242",9,3,"QHI","HE",4,2017,"HE4","Salix pulchra",38.5,"HE4201793"
"1243",1,4,"QHI","HE",4,2017,"HE4","Salix pulchra",9.2,"HE4201714"
"1244",7,4,"QHI","HE",4,2017,"HE4","Salix pulchra",7.5,"HE4201774"
"1245",1,5,"QHI","HE",4,2017,"HE4","Salix pulchra",34.8,"HE4201715"
"1246",4,5,"QHI","HE",4,2017,"HE4","Salix pulchra",9.7,"HE4201745"
"1247",3,6,"QHI","HE",4,2017,"HE4","Salix pulchra",37.5,"HE4201736"
"1248",6,6,"QHI","HE",4,2017,"HE4","Salix pulchra",37.1,"HE4201766"
"1249",9,6,"QHI","HE",4,2017,"HE4","Salix pulchra",37.8,"HE4201796"
"1250",1,7,"QHI","HE",4,2017,"HE4","Salix pulchra",4.2,"HE4201717"
"1251",2,7,"QHI","HE",4,2017,"HE4","Salix pulchra",38.5,"HE4201727"
"1252",6,7,"QHI","HE",4,2017,"HE4","Salix pulchra",37.5,"HE4201767"
"1253",7,7,"QHI","HE",4,2017,"HE4","Salix pulchra",34.9,"HE4201777"
"1254",8,7,"QHI","HE",4,2017,"HE4","Salix pulchra",36,"HE4201787"
"1255",5,8,"QHI","HE",4,2017,"HE4","Salix pulchra",38.6,"HE4201758"
"1256",1,9,"QHI","HE",4,2017,"HE4","Salix pulchra",38.5,"HE4201719"
"1257",2,9,"QHI","HE",4,2017,"HE4","Salix pulchra",38.1,"HE4201729"
"1258",5,9,"QHI","HE",4,2017,"HE4","Salix pulchra",35.9,"HE4201759"
"1259",3,10,"QHI","HE",4,2017,"HE4","Salix pulchra",7.4,"HE42017310"
"1260",4,10,"QHI","HE",4,2017,"HE4","Salix pulchra",8.1,"HE42017410"
"1261",2,1,"QHI","HE",4,2017,"HE4","Salix pulchra",36.9,"HE4201721"
"1262",5,5,"QHI","HE",4,2017,"HE4","Salix pulchra",23.3,"HE4201755"
"1263",10,5,"QHI","HE",4,2017,"HE4","Salix pulchra",36.9,"HE42017105"
"1264",2,6,"QHI","HE",4,2017,"HE4","Salix pulchra",35.6,"HE4201726"
"1265",4,9,"QHI","HE",4,2017,"HE4","Salix pulchra",37.7,"HE4201749"
"1266",1,10,"QHI","HE",4,2017,"HE4","Salix pulchra",39,"HE42017110"
"1267",1,1,"QHI","HE",5,2017,"HE5","Salix pulchra",16.9,"HE5201711"
"1268",2,1,"QHI","HE",5,2017,"HE5","Salix pulchra",36.7,"HE5201721"
"1269",5,1,"QHI","HE",5,2017,"HE5","Salix pulchra",24,"HE5201751"
"1270",1,2,"QHI","HE",5,2017,"HE5","Salix pulchra",14.6,"HE5201712"
"1271",2,2,"QHI","HE",5,2017,"HE5","Salix pulchra",12,"HE5201722"
"1272",9,2,"QHI","HE",5,2017,"HE5","Salix pulchra",34.1,"HE5201792"
"1273",1,3,"QHI","HE",5,2017,"HE5","Salix pulchra",39.2,"HE5201713"
"1274",4,3,"QHI","HE",5,2017,"HE5","Salix pulchra",3.7,"HE5201743"
"1275",8,3,"QHI","HE",5,2017,"HE5","Salix pulchra",37.4,"HE5201783"
"1276",9,3,"QHI","HE",5,2017,"HE5","Salix pulchra",36,"HE5201793"
"1277",3,4,"QHI","HE",5,2017,"HE5","Salix pulchra",19.7,"HE5201734"
"1278",4,4,"QHI","HE",5,2017,"HE5","Salix pulchra",3.3,"HE5201744"
"1279",5,4,"QHI","HE",5,2017,"HE5","Salix pulchra",37.4,"HE5201754"
"1280",9,4,"QHI","HE",5,2017,"HE5","Salix pulchra",34.1,"HE5201794"
"1281",10,4,"QHI","HE",5,2017,"HE5","Salix pulchra",30.5,"HE52017104"
"1282",5,5,"QHI","HE",5,2017,"HE5","Salix pulchra",5.6,"HE5201755"
"1283",8,5,"QHI","HE",5,2017,"HE5","Salix pulchra",4.4,"HE5201785"
"1284",10,5,"QHI","HE",5,2017,"HE5","Salix pulchra",30.5,"HE52017105"
"1285",5,6,"QHI","HE",5,2017,"HE5","Salix pulchra",38.4,"HE5201756"
"1286",6,6,"QHI","HE",5,2017,"HE5","Salix pulchra",35.9,"HE5201766"
"1287",10,6,"QHI","HE",5,2017,"HE5","Salix pulchra",38.4,"HE52017106"
"1288",10,7,"QHI","HE",5,2017,"HE5","Salix pulchra",30.9,"HE52017107"
"1289",10,8,"QHI","HE",5,2017,"HE5","Salix pulchra",38.6,"HE52017108"
"1290",2,9,"QHI","HE",5,2017,"HE5","Salix pulchra",37.8,"HE5201729"
"1291",10,9,"QHI","HE",5,2017,"HE5","Salix pulchra",37,"HE52017109"
"1292",3,10,"QHI","HE",5,2017,"HE5","Salix pulchra",3.4,"HE52017310"
"1293",4,10,"QHI","HE",5,2017,"HE5","Salix pulchra",39.2,"HE52017410"
"1294",5,7,"QHI","HE",5,2017,"HE5","Salix pulchra",38.5,"HE5201757"
"1295",3,9,"QHI","HE",5,2017,"HE5","Salix pulchra",36.8,"HE5201739"
"1296",6,10,"QHI","HE",5,2017,"HE5","Salix pulchra",38.8,"HE52017610"
"1297",1,1,"QHI","HE",6,2017,"HE6","Salix pulchra",9.1,"HE6201711"
"1298",2,1,"QHI","HE",6,2017,"HE6","Salix pulchra",35.5,"HE6201721"
"1299",3,1,"QHI","HE",6,2017,"HE6","Salix pulchra",15.5,"HE6201731"
"1300",4,1,"QHI","HE",6,2017,"HE6","Salix pulchra",15.3,"HE6201741"
"1301",5,1,"QHI","HE",6,2017,"HE6","Salix pulchra",6.6,"HE6201751"
"1302",7,1,"QHI","HE",6,2017,"HE6","Salix pulchra",3.4,"HE6201771"
"1303",8,1,"QHI","HE",6,2017,"HE6","Salix pulchra",38.6,"HE6201781"
"1304",9,1,"QHI","HE",6,2017,"HE6","Salix pulchra",5.7,"HE6201791"
"1305",3,2,"QHI","HE",6,2017,"HE6","Salix pulchra",5.2,"HE6201732"
"1306",5,2,"QHI","HE",6,2017,"HE6","Salix pulchra",39.3,"HE6201752"
"1307",6,2,"QHI","HE",6,2017,"HE6","Salix pulchra",14.8,"HE6201762"
"1308",8,3,"QHI","HE",6,2017,"HE6","Salix pulchra",7.4,"HE6201783"
"1309",9,3,"QHI","HE",6,2017,"HE6","Salix pulchra",9.8,"HE6201793"
"1310",10,3,"QHI","HE",6,2017,"HE6","Salix pulchra",34.7,"HE62017103"
"1311",7,4,"QHI","HE",6,2017,"HE6","Salix pulchra",36.9,"HE6201774"
"1312",8,4,"QHI","HE",6,2017,"HE6","Salix pulchra",4.8,"HE6201784"
"1313",10,4,"QHI","HE",6,2017,"HE6","Salix pulchra",34.3,"HE62017104"
"1314",5,5,"QHI","HE",6,2017,"HE6","Salix pulchra",36.9,"HE6201755"
"1315",1,6,"QHI","HE",6,2017,"HE6","Salix pulchra",36.6,"HE6201716"
"1316",4,6,"QHI","HE",6,2017,"HE6","Salix pulchra",8.4,"HE6201746"
"1317",6,6,"QHI","HE",6,2017,"HE6","Salix pulchra",17.2,"HE6201766"
"1318",3,7,"QHI","HE",6,2017,"HE6","Salix pulchra",25.2,"HE6201737"
"1319",5,7,"QHI","HE",6,2017,"HE6","Salix pulchra",5.6,"HE6201757"
"1320",6,7,"QHI","HE",6,2017,"HE6","Salix pulchra",9.8,"HE6201767"
"1321",8,7,"QHI","HE",6,2017,"HE6","Salix pulchra",9,"HE6201787"
"1322",2,8,"QHI","HE",6,2017,"HE6","Salix pulchra",39.2,"HE6201728"
"1323",3,8,"QHI","HE",6,2017,"HE6","Salix pulchra",12.1,"HE6201738"
"1324",4,8,"QHI","HE",6,2017,"HE6","Salix pulchra",11.7,"HE6201748"
"1325",8,8,"QHI","HE",6,2017,"HE6","Salix pulchra",7.6,"HE6201788"
"1326",3,9,"QHI","HE",6,2017,"HE6","Salix pulchra",36.6,"HE6201739"
"1327",7,9,"QHI","HE",6,2017,"HE6","Salix pulchra",38.4,"HE6201779"
"1328",2,10,"QHI","HE",6,2017,"HE6","Salix pulchra",14.5,"HE62017210"
"1329",7,10,"QHI","HE",6,2017,"HE6","Salix pulchra",7.3,"HE62017710"
"1330",9,10,"QHI","HE",6,2017,"HE6","Salix pulchra",36.1,"HE62017910"
"1331",7,6,"QHI","HE",6,2017,"HE6","Salix pulchra",38.9,"HE6201776"
"1332",7,7,"QHI","HE",6,2017,"HE6","Salix pulchra",36.9,"HE6201777"
"1333",5,8,"QHI","HE",6,2017,"HE6","Salix pulchra",11.4,"HE6201758"
"1334",1,1,"QHI","KO",6,2017,"KO6","Salix pulchra",3.3,"KO6201711"
"1335",5,1,"QHI","HE",1,2018,"HE1","Salix pulchra",8,"HE1201851"
"1336",7,7,"QHI","HE",1,2018,"HE1","Salix pulchra",39,"HE1201877"
"1337",4,1,"QHI","HE",1,2018,"HE1","Salix pulchra",9,"HE1201841"
"1338",5,2,"QHI","HE",1,2018,"HE1","Salix pulchra",3.6,"HE1201852"
"1339",4,3,"QHI","HE",1,2018,"HE1","Salix pulchra",39.1,"HE1201843"
"1340",5,3,"QHI","HE",1,2018,"HE1","Salix pulchra",11.3,"HE1201853"
"1341",2,4,"QHI","HE",1,2018,"HE1","Salix pulchra",3,"HE1201824"
"1342",3,4,"QHI","HE",1,2018,"HE1","Salix pulchra",38.2,"HE1201834"
"1343",4,4,"QHI","HE",1,2018,"HE1","Salix pulchra",10.4,"HE1201844"
"1344",6,5,"QHI","HE",1,2018,"HE1","Salix pulchra",6.8,"HE1201865"
"1345",7,5,"QHI","HE",1,2018,"HE1","Salix pulchra",5,"HE1201875"
"1346",6,6,"QHI","HE",1,2018,"HE1","Salix pulchra",37,"HE1201866"
"1347",7,6,"QHI","HE",1,2018,"HE1","Salix pulchra",6.1,"HE1201876"
"1348",2,8,"QHI","HE",1,2018,"HE1","Salix pulchra",39.3,"HE1201828"
"1349",7,8,"QHI","HE",1,2018,"HE1","Salix pulchra",6.1,"HE1201878"
"1350",8,8,"QHI","HE",1,2018,"HE1","Salix pulchra",36.5,"HE1201888"
"1351",10,8,"QHI","HE",1,2018,"HE1","Salix pulchra",5.6,"HE12018108"
"1352",1,9,"QHI","HE",1,2018,"HE1","Salix pulchra",6.6,"HE1201819"
"1353",2,9,"QHI","HE",1,2018,"HE1","Salix pulchra",6,"HE1201829"
"1354",4,9,"QHI","HE",1,2018,"HE1","Salix pulchra",17.1,"HE1201849"
"1355",6,9,"QHI","HE",1,2018,"HE1","Salix pulchra",15.2,"HE1201869"
"1356",8,9,"QHI","HE",1,2018,"HE1","Salix pulchra",15,"HE1201889"
"1357",10,9,"QHI","HE",1,2018,"HE1","Salix pulchra",7.3,"HE12018109"
"1358",2,10,"QHI","HE",1,2018,"HE1","Salix pulchra",13.7,"HE12018210"
"1359",3,10,"QHI","HE",1,2018,"HE1","Salix pulchra",8.6,"HE12018310"
"1360",6,10,"QHI","HE",1,2018,"HE1","Salix pulchra",6.7,"HE12018610"
"1361",7,10,"QHI","HE",1,2018,"HE1","Salix pulchra",9.6,"HE12018710"
"1362",10,10,"QHI","HE",1,2018,"HE1","Salix pulchra",39.2,"HE120181010"
"1363",3,3,"QHI","HE",1,2018,"HE1","Salix pulchra",5.5,"HE1201833"
"1364",7,4,"QHI","HE",1,2018,"HE1","Salix pulchra",7.8,"HE1201874"
"1365",6,8,"QHI","HE",1,2018,"HE1","Salix pulchra",16.7,"HE1201868"
"1366",9,9,"QHI","HE",1,2018,"HE1","Salix pulchra",6,"HE1201899"
"1367",1,1,"QHI","HE",2,2018,"HE2","Salix pulchra",37.5,"HE2201811"
"1368",4,1,"QHI","HE",2,2018,"HE2","Salix pulchra",23.9,"HE2201841"
"1369",7,1,"QHI","HE",2,2018,"HE2","Salix pulchra",8.2,"HE2201871"
"1370",8,1,"QHI","HE",2,2018,"HE2","Salix pulchra",6.1,"HE2201881"
"1371",9,1,"QHI","HE",2,2018,"HE2","Salix pulchra",24.2,"HE2201891"
"1372",8,2,"QHI","HE",2,2018,"HE2","Salix pulchra",7.4,"HE2201882"
"1373",9,2,"QHI","HE",2,2018,"HE2","Salix pulchra",4.5,"HE2201892"
"1374",2,3,"QHI","HE",2,2018,"HE2","Salix pulchra",31.1,"HE2201823"
"1375",3,3,"QHI","HE",2,2018,"HE2","Salix pulchra",34.4,"HE2201833"
"1376",1,4,"QHI","HE",2,2018,"HE2","Salix pulchra",14.5,"HE2201814"
"1377",2,4,"QHI","HE",2,2018,"HE2","Salix pulchra",5.3,"HE2201824"
"1378",3,4,"QHI","HE",2,2018,"HE2","Salix pulchra",2.6,"HE2201834"
"1379",4,4,"QHI","HE",2,2018,"HE2","Salix pulchra",39.2,"HE2201844"
"1380",1,5,"QHI","HE",2,2018,"HE2","Salix pulchra",5.2,"HE2201815"
"1381",4,5,"QHI","HE",2,2018,"HE2","Salix pulchra",2.7,"HE2201845"
"1382",2,6,"QHI","HE",2,2018,"HE2","Salix pulchra",5.1,"HE2201826"
"1383",3,6,"QHI","HE",2,2018,"HE2","Salix pulchra",7.1,"HE2201836"
"1384",9,6,"QHI","HE",2,2018,"HE2","Salix pulchra",8.3,"HE2201896"
"1385",2,7,"QHI","HE",2,2018,"HE2","Salix pulchra",34.7,"HE2201827"
"1386",3,7,"QHI","HE",2,2018,"HE2","Salix pulchra",38.4,"HE2201837"
"1387",5,7,"QHI","HE",2,2018,"HE2","Salix pulchra",2.6,"HE2201857"
"1388",9,7,"QHI","HE",2,2018,"HE2","Salix pulchra",7.8,"HE2201897"
"1389",3,8,"QHI","HE",2,2018,"HE2","Salix pulchra",11.2,"HE2201838"
"1390",4,8,"QHI","HE",2,2018,"HE2","Salix pulchra",2.9,"HE2201848"
"1391",5,8,"QHI","HE",2,2018,"HE2","Salix pulchra",38.5,"HE2201858"
"1392",8,8,"QHI","HE",2,2018,"HE2","Salix pulchra",4.3,"HE2201888"
"1393",9,8,"QHI","HE",2,2018,"HE2","Salix pulchra",14.5,"HE2201898"
"1394",10,8,"QHI","HE",2,2018,"HE2","Salix pulchra",6.5,"HE22018108"
"1395",2,9,"QHI","HE",2,2018,"HE2","Salix pulchra",5.7,"HE2201829"
"1396",8,9,"QHI","HE",2,2018,"HE2","Salix pulchra",36.9,"HE2201889"
"1397",10,9,"QHI","HE",2,2018,"HE2","Salix pulchra",34.9,"HE22018109"
"1398",1,10,"QHI","HE",2,2018,"HE2","Salix pulchra",6.3,"HE22018110"
"1399",2,10,"QHI","HE",2,2018,"HE2","Salix pulchra",14.6,"HE22018210"
"1400",6,10,"QHI","HE",2,2018,"HE2","Salix pulchra",7.2,"HE22018610"
"1401",7,10,"QHI","HE",2,2018,"HE2","Salix pulchra",8.2,"HE22018710"
"1402",10,1,"QHI","HE",2,2018,"HE2","Salix pulchra",24.1,"HE22018101"
"1403",1,3,"QHI","HE",2,2018,"HE2","Salix pulchra",15.8,"HE2201813"
"1404",7,4,"QHI","HE",3,2018,"HE3","Salix pulchra",19.8,"HE3201874"
"1405",10,2,"QHI","HE",3,2018,"HE3","Salix pulchra",18,"HE32018102"
"1406",3,1,"QHI","HE",3,2018,"HE3","Salix pulchra",22.9,"HE3201831"
"1407",7,1,"QHI","HE",3,2018,"HE3","Salix pulchra",8.5,"HE3201871"
"1408",8,1,"QHI","HE",3,2018,"HE3","Salix pulchra",0.1,"HE3201881"
"1409",9,1,"QHI","HE",3,2018,"HE3","Salix pulchra",10.8,"HE3201891"
"1410",10,1,"QHI","HE",3,2018,"HE3","Salix pulchra",4.3,"HE32018101"
"1411",8,2,"QHI","HE",3,2018,"HE3","Salix pulchra",10.3,"HE3201882"
"1412",8,3,"QHI","HE",3,2018,"HE3","Salix pulchra",11.6,"HE3201883"
"1413",9,3,"QHI","HE",3,2018,"HE3","Salix pulchra",36.7,"HE3201893"
"1414",9,4,"QHI","HE",3,2018,"HE3","Salix pulchra",6.5,"HE3201894"
"1415",9,5,"QHI","HE",3,2018,"HE3","Salix pulchra",38.2,"HE3201895"
"1416",10,5,"QHI","HE",3,2018,"HE3","Salix pulchra",3.5,"HE32018105"
"1417",2,7,"QHI","HE",3,2018,"HE3","Salix pulchra",6.2,"HE3201827"
"1418",6,7,"QHI","HE",3,2018,"HE3","Salix pulchra",6.7,"HE3201867"
"1419",10,7,"QHI","HE",3,2018,"HE3","Salix pulchra",38.6,"HE32018107"
"1420",6,10,"QHI","HE",3,2018,"HE3","Salix pulchra",18.5,"HE32018610"
"1421",9,10,"QHI","HE",3,2018,"HE3","Salix pulchra",6.5,"HE32018910"
"1422",10,10,"QHI","HE",3,2018,"HE3","Salix pulchra",3.7,"HE320181010"
"1423",2,1,"QHI","HE",3,2018,"HE3","Salix pulchra",13.9,"HE3201821"
"1424",7,5,"QHI","HE",3,2018,"HE3","Salix pulchra",36.6,"HE3201875"
"1425",7,9,"QHI","HE",3,2018,"HE3","Salix pulchra",12.3,"HE3201879"
"1426",3,1,"QHI","HE",4,2018,"HE4","Salix pulchra",5.1,"HE4201831"
"1427",4,1,"QHI","HE",4,2018,"HE4","Salix pulchra",11.4,"HE4201841"
"1428",6,1,"QHI","HE",4,2018,"HE4","Salix pulchra",4.9,"HE4201861"
"1429",7,1,"QHI","HE",4,2018,"HE4","Salix pulchra",39.3,"HE4201871"
"1430",1,2,"QHI","HE",4,2018,"HE4","Salix pulchra",9.9,"HE4201812"
"1431",2,2,"QHI","HE",4,2018,"HE4","Salix pulchra",34.1,"HE4201822"
"1432",6,2,"QHI","HE",4,2018,"HE4","Salix pulchra",10,"HE4201862"
"1433",1,3,"QHI","HE",4,2018,"HE4","Salix pulchra",5.5,"HE4201813"
"1434",7,3,"QHI","HE",4,2018,"HE4","Salix pulchra",3,"HE4201873"
"1435",8,3,"QHI","HE",4,2018,"HE4","Salix pulchra",36.7,"HE4201883"
"1436",10,3,"QHI","HE",4,2018,"HE4","Salix pulchra",30.7,"HE42018103"
"1437",2,4,"QHI","HE",4,2018,"HE4","Salix pulchra",3.8,"HE4201824"
"1438",7,4,"QHI","HE",4,2018,"HE4","Salix pulchra",3.1,"HE4201874"
"1439",1,5,"QHI","HE",4,2018,"HE4","Salix pulchra",37.2,"HE4201815"
"1440",7,5,"QHI","HE",4,2018,"HE4","Salix pulchra",4.6,"HE4201875"
"1441",8,5,"QHI","HE",4,2018,"HE4","Salix pulchra",5.8,"HE4201885"
"1442",1,6,"QHI","HE",4,2018,"HE4","Salix pulchra",35.6,"HE4201816"
"1443",3,6,"QHI","HE",4,2018,"HE4","Salix pulchra",3.1,"HE4201836"
"1444",5,6,"QHI","HE",4,2018,"HE4","Salix pulchra",2.7,"HE4201856"
"1445",6,6,"QHI","HE",4,2018,"HE4","Salix pulchra",37.3,"HE4201866"
"1446",9,6,"QHI","HE",4,2018,"HE4","Salix pulchra",36.1,"HE4201896"
"1447",1,7,"QHI","HE",4,2018,"HE4","Salix pulchra",13.8,"HE4201817"
"1448",2,7,"QHI","HE",4,2018,"HE4","Salix pulchra",38.9,"HE4201827"
"1449",3,7,"QHI","HE",4,2018,"HE4","Salix pulchra",35.8,"HE4201837"
"1450",4,7,"QHI","HE",4,2018,"HE4","Salix pulchra",30.2,"HE4201847"
"1451",7,7,"QHI","HE",4,2018,"HE4","Salix pulchra",8.1,"HE4201877"
"1452",3,8,"QHI","HE",4,2018,"HE4","Salix pulchra",2.7,"HE4201838"
"1453",6,8,"QHI","HE",4,2018,"HE4","Salix pulchra",4.1,"HE4201868"
"1454",1,9,"QHI","HE",4,2018,"HE4","Salix pulchra",35.4,"HE4201819"
"1455",3,9,"QHI","HE",4,2018,"HE4","Salix pulchra",37.4,"HE4201839"
"1456",4,9,"QHI","HE",4,2018,"HE4","Salix pulchra",8.2,"HE4201849"
"1457",10,9,"QHI","HE",4,2018,"HE4","Salix pulchra",3,"HE42018109"
